,Open,High,Low,Close,Volume
2025-04-08 11:00:00,22531.16794374293,22531.16794374293,22528.765312571482,22528.765312571482,7805.0
2025-04-08 11:05:00,22528.765312571482,22528.765312571482,22525.792740860823,22525.792740860823,7805.0
2025-04-08 11:10:00,22525.792740860823,22525.792740860823,22522.301019784965,22522.301019784965,7805.0
2025-04-08 11:15:00,22522.301019784965,22522.301019784965,22518.346822687687,22518.346822687687,7805.0
2025-04-08 11:20:00,22518.346822687687,22518.346822687687,22513.992062950867,22513.992062950867,7805.0
2025-04-08 11:25:00,22513.992062950867,22513.992062950867,22509.303192491156,22509.303192491156,7805.0
2025-04-08 11:30:00,22509.303192491156,22509.303192491156,22504.35044883319,22504.35044883319,7805.0
2025-04-08 11:35:00,22504.35044883319,22504.35044883319,22499.207059290387,22499.207059290387,7805.0
2025-04-08 11:40:00,22499.207059290387,22499.207059290387,22493.948411270227,22493.948411270227,7805.0
2025-04-08 11:45:00,22493.948411270227,22493.948411270227,22488.651198104773,22488.651198104773,7805.0
2025-04-08 11:50:00,22488.651198104773,22488.651198104773,22483.392550084613,22483.392550084613,7805.0
2025-04-08 11:55:00,22483.392550084613,22483.392550084613,22478.24916054181,22478.24916054181,7805.0
2025-04-08 12:00:00,22478.24916054181,22478.24916054181,22473.296416883844,22473.296416883844,7805.0
2025-04-08 12:05:00,22473.296416883844,22473.296416883844,22468.607546424133,22468.607546424133,7805.0
2025-04-08 12:10:00,22468.607546424133,22468.607546424133,22464.252786687313,22464.252786687313,7805.0
2025-04-08 12:15:00,22464.252786687313,22464.252786687313,22460.298589590035,22460.298589590035,7805.0
2025-04-08 12:20:00,22460.298589590035,22460.298589590035,22456.806868514177,22456.806868514177,7805.0
2025-04-08 12:25:00,22456.806868514177,22456.806868514177,22453.834296803518,22453.834296803518,7805.0
2025-04-08 12:30:00,22453.834296803518,22453.834296803518,22451.43166563207,22451.43166563207,7805.0
2025-04-08 12:35:00,22451.43166563207,22451.43166563207,22449.643308519804,22449.643308519804,7805.0
2025-04-08 12:40:00,22449.643308519804,22449.643308519804,22448.50659901615,22448.50659901615,7805.0
2025-04-08 12:45:00,22448.50659901615,22448.50659901615,22448.05152724274,22448.05152724274,7805.0
2025-04-08 12:50:00,22448.05152724274,22448.300360093373,22448.05152724274,22448.300360093373,7805.0
2025-04-08 12:55:00,22448.300360093373,22449.26738894117,22448.300360093373,22449.26738894117,7805.0
2025-04-08 13:00:00,22449.26738894117,22450.958767711643,22449.26738894117,22450.958767711643,7805.0
2025-04-08 13:05:00,22450.958767711643,22453.37244315623,22450.958767711643,22453.37244315623,7805.0
2025-04-08 13:10:00,22453.37244315623,22456.498178116446,22453.37244315623,22456.498178116446,7805.0
2025-04-08 13:15:00,22456.498178116446,22460.317667514977,22456.498178116446,22460.317667514977,7805.0
2025-04-08 13:20:00,22460.317667514977,22464.80474575949,22460.317667514977,22464.80474575949,7805.0
2025-04-08 13:25:00,22464.80474575949,22469.925683209298,22464.80474575949,22469.925683209298,7805.0
2025-04-08 13:30:00,22469.925683209298,22475.639568345618,22469.925683209298,22475.639568345618,7805.0
2025-04-08 13:35:00,22475.639568345618,22481.89877131546,22475.639568345618,22481.89877131546,7805.0
2025-04-08 13:40:00,22481.89877131546,22488.649483596888,22481.89877131546,22488.649483596888,7805.0
2025-04-08 13:45:00,22488.649483596888,22495.832327671058,22488.649483596888,22495.832327671058,7805.0
2025-04-08 13:50:00,22495.832327671058,22503.38302979325,22495.832327671058,22503.38302979325,7805.0
2025-04-08 13:55:00,22503.38302979325,22511.233148240062,22503.38302979325,22511.233148240062,7805.0
2025-04-08 14:00:00,22511.233148240062,22519.3108487815,22511.233148240062,22519.3108487815,7805.0
2025-04-08 14:05:00,22519.3108487815,22527.541718591507,22519.3108487815,22527.541718591507,7805.0
2025-04-08 14:10:00,22527.541718591507,22697.19921875,22527.541718591507,22535.849609375,7805.0
2025-04-09 09:15:00,22460.30078125,22460.30078125,22460.30078125,22460.30078125,6396.666666666667
2025-04-09 09:20:00,22460.30078125,22461.105058932702,22460.30078125,22461.105058932702,6396.666666666667
2025-04-09 09:25:00,22461.105058932702,22461.888480465845,22461.105058932702,22461.888480465845,6396.666666666667
2025-04-09 09:30:00,22461.888480465845,22462.63042600839,22461.888480465845,22462.63042600839,6396.666666666667
2025-04-09 09:35:00,22462.63042600839,22463.310745658826,22462.63042600839,22463.310745658826,6396.666666666667
2025-04-09 09:40:00,22463.310745658826,22463.909987761635,22463.310745658826,22463.909987761635,6396.666666666667
2025-04-09 09:45:00,22463.909987761635,22464.409619302318,22463.909987761635,22464.409619302318,6396.666666666667
2025-04-09 09:50:00,22464.409619302318,22464.79223589383,22464.409619302318,22464.79223589383,6396.666666666667
2025-04-09 09:55:00,22464.79223589383,22465.041758975265,22464.79223589383,22465.041758975265,6396.666666666667
2025-04-09 10:00:00,22465.041758975265,22468.69921875,22465.041758975265,22465.143617988375,6396.666666666667
2025-04-09 10:05:00,22465.143617988375,22465.143617988375,22465.084915467796,22465.084915467796,6396.666666666667
2025-04-09 10:10:00,22465.084915467796,22465.084915467796,22464.854573174507,22464.854573174507,6396.666666666667
2025-04-09 10:15:00,22464.854573174507,22464.854573174507,22464.443457616693,22464.443457616693,6396.666666666667
2025-04-09 10:20:00,22464.443457616693,22464.443457616693,22463.84448353586,22463.84448353586,6396.666666666667
2025-04-09 10:25:00,22463.84448353586,22463.84448353586,22463.052694185644,22463.052694185644,6396.666666666667
2025-04-09 10:30:00,22463.052694185644,22463.052694185644,22462.06531749373,22462.06531749373,6396.666666666667
2025-04-09 10:35:00,22462.06531749373,22462.06531749373,22460.88179747053,22460.88179747053,6396.666666666667
2025-04-09 10:40:00,22460.88179747053,22460.88179747053,22459.50380050878,22459.50380050878,6396.666666666667
2025-04-09 10:45:00,22459.50380050878,22459.50380050878,22457.935196502644,22457.935196502644,6396.666666666667
2025-04-09 10:50:00,22457.935196502644,22457.935196502644,22456.182015000253,22456.182015000253,6396.666666666667
2025-04-09 10:55:00,22456.182015000253,22456.182015000253,22454.252376886525,22454.252376886525,6396.666666666667
2025-04-09 11:00:00,22454.252376886525,22454.252376886525,22452.156402370296,22452.156402370296,6396.666666666667
2025-04-09 11:05:00,22452.156402370296,22452.156402370296,22449.90609631831,22449.90609631831,6396.666666666667
2025-04-09 11:10:00,22449.90609631831,22449.90609631831,22447.515212235267,22447.515212235267,6396.666666666667
2025-04-09 11:15:00,22447.515212235267,22447.515212235267,22444.999096431144,22444.999096431144,6396.666666666667
2025-04-09 11:20:00,22444.999096431144,22444.999096431144,22442.374514141353,22442.374514141353,6396.666666666667
2025-04-09 11:25:00,22442.374514141353,22442.374514141353,22439.659459569924,22439.659459569924,6396.666666666667
2025-04-09 11:30:00,22439.659459569924,22439.659459569924,22436.872952008,22436.872952008,6396.666666666667
2025-04-09 11:35:00,22436.872952008,22436.872952008,22434.034820337652,22434.034820337652,6396.666666666667
2025-04-09 11:40:00,22434.034820337652,22434.034820337652,22431.16547836272,22431.16547836272,6396.666666666667
2025-04-09 11:45:00,22431.16547836272,22431.16547836272,22428.28569351228,22428.28569351228,6396.666666666667
2025-04-09 11:50:00,22428.28569351228,22428.28569351228,22425.416351537348,22425.416351537348,6396.666666666667
2025-04-09 11:55:00,22425.416351537348,22425.416351537348,22422.578219867,22422.578219867,6396.666666666667
2025-04-09 12:00:00,22422.578219867,22422.578219867,22419.791712305076,22419.791712305076,6396.666666666667
2025-04-09 12:05:00,22419.791712305076,22419.791712305076,22417.076657733647,22417.076657733647,6396.666666666667
2025-04-09 12:10:00,22417.076657733647,22417.076657733647,22414.452075443856,22414.452075443856,6396.666666666667
2025-04-09 12:15:00,22414.452075443856,22414.452075443856,22411.935959639733,22411.935959639733,6396.666666666667
2025-04-09 12:20:00,22411.935959639733,22411.935959639733,22409.54507555669,22409.54507555669,6396.666666666667
2025-04-09 12:25:00,22409.54507555669,22409.54507555669,22407.294769504704,22407.294769504704,6396.666666666667
2025-04-09 12:30:00,22407.294769504704,22407.294769504704,22405.198794988475,22405.198794988475,6396.666666666667
2025-04-09 12:35:00,22405.198794988475,22405.198794988475,22403.269156874747,22403.269156874747,6396.666666666667
2025-04-09 12:40:00,22403.269156874747,22403.269156874747,22401.515975372356,22401.515975372356,6396.666666666667
2025-04-09 12:45:00,22401.515975372356,22401.515975372356,22399.94737136622,22399.94737136622,6396.666666666667
2025-04-09 12:50:00,22399.94737136622,22399.94737136622,22398.56937440447,22398.56937440447,6396.666666666667
2025-04-09 12:55:00,22398.56937440447,22398.56937440447,22397.38585438127,22397.38585438127,6396.666666666667
2025-04-09 13:00:00,22397.38585438127,22397.38585438127,22396.398477689356,22396.398477689356,6396.666666666667
2025-04-09 13:05:00,22396.398477689356,22396.398477689356,22395.60668833914,22395.60668833914,6396.666666666667
2025-04-09 13:10:00,22395.60668833914,22395.60668833914,22395.007714258307,22395.007714258307,6396.666666666667
2025-04-09 13:15:00,22395.007714258307,22395.007714258307,22394.596598700493,22394.596598700493,6396.666666666667
2025-04-09 13:20:00,22394.596598700493,22394.596598700493,22394.366256407204,22394.366256407204,6396.666666666667
2025-04-09 13:25:00,22394.366256407204,22394.366256407204,22353.25,22394.307553886625,6396.666666666667
2025-04-09 13:30:00,22394.307553886625,22394.409412899735,22394.307553886625,22394.409412899735,6396.666666666667
2025-04-09 13:35:00,22394.409412899735,22394.65893598117,22394.409412899735,22394.65893598117,6396.666666666667
2025-04-09 13:40:00,22394.65893598117,22395.041552572682,22394.65893598117,22395.041552572682,6396.666666666667
2025-04-09 13:45:00,22395.041552572682,22395.541184113365,22395.041552572682,22395.541184113365,6396.666666666667
2025-04-09 13:50:00,22395.541184113365,22396.140426216174,22395.541184113365,22396.140426216174,6396.666666666667
2025-04-09 13:55:00,22396.140426216174,22396.82074586661,22396.140426216174,22396.82074586661,6396.666666666667
2025-04-09 14:00:00,22396.82074586661,22397.562691409155,22396.82074586661,22397.562691409155,6396.666666666667
2025-04-09 14:05:00,22397.562691409155,22398.346112942298,22397.562691409155,22398.346112942298,6396.666666666667
2025-04-09 14:10:00,22398.346112942298,22399.150390625,22398.346112942298,22399.150390625,6396.666666666667
2025-04-11 09:15:00,22695.400390625,22695.400390625,22695.400390625,22695.400390625,6703.333333333333
2025-04-11 09:20:00,22695.400390625,22701.300386127346,22695.400390625,22701.300386127346,6703.333333333333
2025-04-11 09:25:00,22701.300386127346,22707.159102613463,22701.300386127346,22707.159102613463,6703.333333333333
2025-04-11 09:30:00,22707.159102613463,22712.935728774894,22707.159102613463,22712.935728774894,6703.333333333333
2025-04-11 09:35:00,22712.935728774894,22718.59038341933,22712.935728774894,22718.59038341933,6703.333333333333
2025-04-11 09:40:00,22718.59038341933,22724.084567340513,22718.59038341933,22724.084567340513,6703.333333333333
2025-04-11 09:45:00,22724.084567340513,22729.381599529584,22724.084567340513,22729.381599529584,6703.333333333333
2025-04-11 09:50:00,22729.381599529584,22734.4470327856,22729.381599529584,22734.4470327856,6703.333333333333
2025-04-11 09:55:00,22734.4470327856,22739.249044016055,22734.4470327856,22739.249044016055,6703.333333333333
2025-04-11 10:00:00,22739.249044016055,22743.75879480527,22739.249044016055,22743.75879480527,6703.333333333333
2025-04-11 10:05:00,22743.75879480527,22747.950758165127,22743.75879480527,22747.950758165127,6703.333333333333
2025-04-11 10:10:00,22747.950758165127,22751.803007766084,22747.950758165127,22751.803007766084,6703.333333333333
2025-04-11 10:15:00,22751.803007766084,22755.297466371212,22751.803007766084,22755.297466371212,6703.333333333333
2025-04-11 10:20:00,22755.297466371212,22758.420110658546,22755.297466371212,22758.420110658546,6703.333333333333
2025-04-11 10:25:00,22758.420110658546,22761.161130110893,22758.420110658546,22761.161130110893,6703.333333333333
2025-04-11 10:30:00,22761.161130110893,22763.51503817295,22761.161130110893,22763.51503817295,6703.333333333333
2025-04-11 10:35:00,22763.51503817295,22765.480734416135,22763.51503817295,22765.480734416135,6703.333333333333
2025-04-11 10:40:00,22765.480734416135,22767.061517006903,22765.480734416135,22767.061517006903,6703.333333333333
2025-04-11 10:45:00,22767.061517006903,22768.265045337183,22767.061517006903,22768.265045337183,6703.333333333333
2025-04-11 10:50:00,22768.265045337183,22769.10325324043,22768.265045337183,22769.10325324043,6703.333333333333
2025-04-11 10:55:00,22769.10325324043,22769.592213776512,22769.10325324043,22769.592213776512,6703.333333333333
2025-04-11 11:00:00,22769.592213776512,22769.751957117507,22769.592213776512,22769.751957117507,6703.333333333333
2025-04-11 11:05:00,22769.751957117507,22769.751957117507,22769.60624359788,22769.60624359788,6703.333333333333
2025-04-11 11:10:00,22769.60624359788,22769.60624359788,22769.18229450036,22769.18229450036,6703.333333333333
2025-04-11 11:15:00,22769.18229450036,22769.18229450036,22768.510483627968,22768.510483627968,6703.333333333333
2025-04-11 11:20:00,22768.510483627968,22768.510483627968,22767.623993156667,22767.623993156667,6703.333333333333
2025-04-11 11:25:00,22767.623993156667,22767.623993156667,22766.558437668064,22766.558437668064,6703.333333333333
2025-04-11 11:30:00,22766.558437668064,22766.558437668064,22765.351460621947,22765.351460621947,6703.333333333333
2025-04-11 11:35:00,22765.351460621947,22765.351460621947,22764.042307840886,22764.042307840886,6703.333333333333
2025-04-11 11:40:00,22764.042307840886,22764.042307840886,22762.671382839326,22762.671382839326,6703.333333333333
2025-04-11 11:45:00,22762.671382839326,22762.671382839326,22761.279789035674,22761.279789035674,6703.333333333333
2025-04-11 11:50:00,22761.279789035674,22761.279789035674,22759.908864034114,22759.908864034114,6703.333333333333
2025-04-11 11:55:00,22759.908864034114,22759.908864034114,22758.599711253053,22758.599711253053,6703.333333333333
2025-04-11 12:00:00,22758.599711253053,22758.599711253053,22757.392734206936,22757.392734206936,6703.333333333333
2025-04-11 12:05:00,22757.392734206936,22757.392734206936,22756.327178718333,22756.327178718333,6703.333333333333
2025-04-11 12:10:00,22756.327178718333,22756.327178718333,22755.440688247032,22755.440688247032,6703.333333333333
2025-04-11 12:15:00,22755.440688247032,22755.440688247032,22754.76887737464,22754.76887737464,6703.333333333333
2025-04-11 12:20:00,22754.76887737464,22754.76887737464,22754.34492827712,22754.34492827712,6703.333333333333
2025-04-11 12:25:00,22754.34492827712,22754.34492827712,22754.199214757493,22754.199214757493,6703.333333333333
2025-04-11 12:30:00,22754.199214757493,22754.358958098488,22754.199214757493,22754.358958098488,6703.333333333333
2025-04-11 12:35:00,22754.358958098488,22754.84791863457,22754.358958098488,22754.84791863457,6703.333333333333
2025-04-11 12:40:00,22754.84791863457,22755.686126537817,22754.84791863457,22755.686126537817,6703.333333333333
2025-04-11 12:45:00,22755.686126537817,22756.889654868097,22755.686126537817,22756.889654868097,6703.333333333333
2025-04-11 12:50:00,22756.889654868097,22758.470437458865,22756.889654868097,22758.470437458865,6703.333333333333
2025-04-11 12:55:00,22758.470437458865,22760.43613370205,22758.470437458865,22760.43613370205,6703.333333333333
2025-04-11 13:00:00,22760.43613370205,22762.790041764107,22760.43613370205,22762.790041764107,6703.333333333333
2025-04-11 13:05:00,22762.790041764107,22765.531061216454,22762.790041764107,22765.531061216454,6703.333333333333
2025-04-11 13:10:00,22765.531061216454,22768.653705503788,22765.531061216454,22768.653705503788,6703.333333333333
2025-04-11 13:15:00,22768.653705503788,22772.148164108916,22768.653705503788,22772.148164108916,6703.333333333333
2025-04-11 13:20:00,22772.148164108916,22776.000413709873,22772.148164108916,22776.000413709873,6703.333333333333
2025-04-11 13:25:00,22776.000413709873,22780.19237706973,22776.000413709873,22780.19237706973,6703.333333333333
2025-04-11 13:30:00,22780.19237706973,22784.702127858945,22780.19237706973,22784.702127858945,6703.333333333333
2025-04-11 13:35:00,22784.702127858945,22789.5041390894,22784.702127858945,22789.5041390894,6703.333333333333
2025-04-11 13:40:00,22789.5041390894,22794.569572345416,22789.5041390894,22794.569572345416,6703.333333333333
2025-04-11 13:45:00,22794.569572345416,22799.866604534487,22794.569572345416,22799.866604534487,6703.333333333333
2025-04-11 13:50:00,22799.866604534487,22805.36078845567,22799.866604534487,22805.36078845567,6703.333333333333
2025-04-11 13:55:00,22805.36078845567,22811.015443100106,22805.36078845567,22811.015443100106,6703.333333333333
2025-04-11 14:00:00,22811.015443100106,22816.792069261537,22811.015443100106,22816.792069261537,6703.333333333333
2025-04-11 14:05:00,22816.792069261537,22822.650785747654,22816.792069261537,22822.650785747654,6703.333333333333
2025-04-11 14:10:00,22822.650785747654,22923.900390625,22822.650785747654,22828.55078125,6703.333333333333
2025-04-15 09:15:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:20:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:25:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:30:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:35:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:40:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:45:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:50:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 09:55:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:00:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:05:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:10:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:15:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:20:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:25:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:30:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:35:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:40:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:45:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:50:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 10:55:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 11:00:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 11:05:00,23368.349609375,23368.349609375,23368.349609375,23368.349609375,6471.666666666667
2025-04-15 11:10:00,23368.349609375,23368.349609375,23368.281879427883,23368.281879427883,6471.666666666667
2025-04-15 11:15:00,23368.281879427883,23368.281879427883,23365.539366752717,23365.539366752717,6471.666666666667
2025-04-15 11:20:00,23365.539366752717,23365.539366752717,23362.64526340173,23362.64526340173,6471.666666666667
2025-04-15 11:25:00,23362.64526340173,23362.64526340173,23359.624717728668,23359.624717728668,6471.666666666667
2025-04-15 11:30:00,23359.624717728668,23359.624717728668,23356.504310729295,23356.504310729295,6471.666666666667
2025-04-15 11:35:00,23356.504310729295,23356.504310729295,23353.311754868122,23353.311754868122,6471.666666666667
2025-04-15 11:40:00,23353.311754868122,23353.311754868122,23350.075580085082,23350.075580085082,6471.666666666667
2025-04-15 11:45:00,23350.075580085082,23350.075580085082,23346.824810539918,23346.824810539918,6471.666666666667
2025-04-15 11:50:00,23346.824810539918,23346.824810539918,23343.588635756878,23343.588635756878,6471.666666666667
2025-04-15 11:55:00,23343.588635756878,23343.588635756878,23340.396079895705,23340.396079895705,6471.666666666667
2025-04-15 12:00:00,23340.396079895705,23340.396079895705,23337.275672896332,23337.275672896332,6471.666666666667
2025-04-15 12:05:00,23337.275672896332,23337.275672896332,23334.25512722327,23334.25512722327,6471.666666666667
2025-04-15 12:10:00,23334.25512722327,23334.25512722327,23331.361023872283,23331.361023872283,6471.666666666667
2025-04-15 12:15:00,23331.361023872283,23331.361023872283,23328.618511197117,23328.618511197117,6471.666666666667
2025-04-15 12:20:00,23328.618511197117,23328.618511197117,23326.05101996858,23326.05101996858,6471.666666666667
2025-04-15 12:25:00,23326.05101996858,23326.05101996858,23323.679997894556,23323.679997894556,6471.666666666667
2025-04-15 12:30:00,23323.679997894556,23323.679997894556,23321.524666608908,23321.524666608908,6471.666666666667
2025-04-15 12:35:00,23321.524666608908,23321.524666608908,23319.60180388267,23319.60180388267,6471.666666666667
2025-04-15 12:40:00,23319.60180388267,23319.60180388267,23317.92555352522,23317.92555352522,6471.666666666667
2025-04-15 12:45:00,23317.92555352522,23317.92555352522,23316.507265129254,23316.507265129254,6471.666666666667
2025-04-15 12:50:00,23316.507265129254,23316.507265129254,23315.35536547536,23315.35536547536,6471.666666666667
2025-04-15 12:55:00,23315.35536547536,23315.35536547536,23314.475263053242,23314.475263053242,6471.666666666667
2025-04-15 13:00:00,23314.475263053242,23314.475263053242,23313.86928678137,23313.86928678137,6471.666666666667
2025-04-15 13:05:00,23313.86928678137,23313.86928678137,23313.536659619374,23313.536659619374,6471.666666666667
2025-04-15 13:10:00,23313.536659619374,23313.536659619374,23207.0,23313.473507372273,6471.666666666667
2025-04-15 13:15:00,23313.473507372273,23313.672902586597,23313.473507372273,23313.672902586597,6471.666666666667
2025-04-15 13:20:00,23313.672902586597,23314.124943041246,23313.672902586597,23314.124943041246,6471.666666666667
2025-04-15 13:25:00,23314.124943041246,23314.816863943597,23314.124943041246,23314.816863943597,6471.666666666667
2025-04-15 13:30:00,23314.816863943597,23315.73318255969,23314.816863943597,23315.73318255969,6471.666666666667
2025-04-15 13:35:00,23315.73318255969,23316.855873639804,23315.73318255969,23316.855873639804,6471.666666666667
2025-04-15 13:40:00,23316.855873639804,23318.164573651764,23316.855873639804,23318.164573651764,6471.666666666667
2025-04-15 13:45:00,23318.164573651764,23319.636811507833,23318.164573651764,23319.636811507833,6471.666666666667
2025-04-15 13:50:00,23319.636811507833,23321.248263171186,23319.636811507833,23321.248263171186,6471.666666666667
2025-04-15 13:55:00,23321.248263171186,23322.973027256918,23321.248263171186,23322.973027256918,6471.666666666667
2025-04-15 14:00:00,23322.973027256918,23324.7839185051,23322.973027256918,23324.7839185051,6471.666666666667
2025-04-15 14:05:00,23324.7839185051,23326.652775800652,23324.7839185051,23326.652775800652,6471.666666666667
2025-04-15 14:10:00,23326.652775800652,23328.55078125,23326.652775800652,23328.55078125,6471.666666666667
2025-04-16 09:15:00,23344.099609375,23344.099609375,23273.05078125,23344.099609375,5806.666666666667
2025-04-16 09:20:00,23344.099609375,23348.533915636453,23344.099609375,23348.533915636453,5806.666666666667
2025-04-16 09:25:00,23348.533915636453,23352.935858347548,23348.533915636453,23352.935858347548,5806.666666666667
2025-04-16 09:30:00,23352.935858347548,23357.273440649875,23352.935858347548,23357.273440649875,5806.666666666667
2025-04-16 09:35:00,23357.273440649875,23361.515394914182,23357.273440649875,23361.515394914182,5806.666666666667
2025-04-16 09:40:00,23361.515394914182,23365.63153701509,23361.515394914182,23365.63153701509,5806.666666666667
2025-04-16 09:45:00,23365.63153701509,23369.59310832932,23365.63153701509,23369.59310832932,5806.666666666667
2025-04-16 09:50:00,23369.59310832932,23373.373101582347,23369.59310832932,23373.373101582347,5806.666666666667
2025-04-16 09:55:00,23373.373101582347,23376.946566851642,23373.373101582347,23376.946566851642,5806.666666666667
2025-04-16 10:00:00,23376.946566851642,23380.29089425927,23376.946566851642,23380.29089425927,5806.666666666667
2025-04-16 10:05:00,23380.29089425927,23383.38607015081,23380.29089425927,23383.38607015081,5806.666666666667
2025-04-16 10:10:00,23383.38607015081,23386.214903858083,23383.38607015081,23386.214903858083,5806.666666666667
2025-04-16 10:15:00,23386.214903858083,23388.76322247628,23386.214903858083,23388.76322247628,5806.666666666667
2025-04-16 10:20:00,23388.76322247628,23391.02003144864,23388.76322247628,23391.02003144864,5806.666666666667
2025-04-16 10:25:00,23391.02003144864,23392.97763913917,23391.02003144864,23392.97763913917,5806.666666666667
2025-04-16 10:30:00,23392.97763913917,23394.631743981958,23392.97763913917,23394.631743981958,5806.666666666667
2025-04-16 10:35:00,23394.631743981958,23395.981483219624,23394.631743981958,23395.981483219624,5806.666666666667
2025-04-16 10:40:00,23395.981483219624,23397.029442678722,23395.981483219624,23397.029442678722,5806.666666666667
2025-04-16 10:45:00,23397.029442678722,23397.781627471275,23397.029442678722,23397.781627471275,5806.666666666667
2025-04-16 10:50:00,23397.781627471275,23398.247393954458,23397.781627471275,23398.247393954458,5806.666666666667
2025-04-16 10:55:00,23398.247393954458,23398.439343719354,23398.247393954458,23398.439343719354,5806.666666666667
2025-04-16 11:00:00,23398.439343719354,23398.439343719354,23398.373180809864,23398.373180809864,5806.666666666667
2025-04-16 11:05:00,23398.373180809864,23398.373180809864,23398.06753378963,23398.06753378963,5806.666666666667
2025-04-16 11:10:00,23398.06753378963,23398.06753378963,23397.543744672956,23397.543744672956,5806.666666666667
2025-04-16 11:15:00,23397.543744672956,23397.543744672956,23396.825627111277,23396.825627111277,5806.666666666667
2025-04-16 11:20:00,23396.825627111277,23396.825627111277,23395.939196574946,23395.939196574946,5806.666666666667
2025-04-16 11:25:00,23395.939196574946,23395.939196574946,23394.912375587584,23394.912375587584,5806.666666666667
2025-04-16 11:30:00,23394.912375587584,23394.912375587584,23393.77467735271,23393.77467735271,5806.666666666667
2025-04-16 11:35:00,23393.77467735271,23393.77467735271,23392.556871357367,23392.556871357367,5806.666666666667
